userId,createdAt,text
18023039035462138,2023-01-10T10:42:06.000Z,Dari rakyat kembali ke (....) isi sendiri lah😂😂😂
17949579302397804,2023-01-10T10:43:49.000Z,APAKABARPAJAK??
18159914428274400,2023-01-10T10:58:56.000Z,Gaji mandek pengluaran jorjoran:v
17949619310432169,2023-01-10T11:17:40.000Z,Padahal sudah bayar pajak...subhanallah para pemimpin ini..
17983480174829318,2023-01-10T11:20:02.000Z,"Astaqfirullah lalu hrs gmn ini jalanan msh hrs berbayar lagi,jika salah jln lalu hrs putar balik gmn🤭"
18007079518549339,2023-01-10T11:35:03.000Z,uang uang uang uang
17980595677882198,2023-01-10T11:54:34.000Z,"@rianadewi0706 kalo semua berpikiran seperti anda HANCUR negara 😂😂😂. Emng fasilitas yg di buat itu dibuat sm Allah? Emngny jalan aspal, trotoar siapa yg bikin? Allah? Enggak kan? Pemerintah yg bikin dari duit pajak. Tolong lahhh berpikir secara rasional saja wkwkw"
17882521805788436,2023-01-10T11:57:19.000Z,Halah. Emak. Emangnya TDK ada cara lain kah. Masa dikit rakyat trus diperas.
17888276594769397,2023-01-10T12:10:00.000Z,Melarat bgt indonesia
17937582791468860,2023-01-10T12:16:40.000Z,"@gerald_julio8 lah kn udah bayar pas lewat, lagian yg lewat kn banyak. gue bilang punya Allah, tp manusia yg kelola, buka lg deh kamus bahasa indonesia 😂"
17994903973719569,2023-01-10T12:20:40.000Z,"@rianadewi0706 ERP itu d ciptakan supaya masyarakat lebih banyak yg beralih ke angkutan massal, supaya masyarakat berpikir lebih baik naik angkutan masal ketimbang bayar ERP lebih mahal"
17875452161805693,2023-01-10T12:42:46.000Z,Apalagi sieee gw aja kaget bayar pajak motor hampir 2jt setahun
17965859252132893,2023-01-10T13:41:06.000Z,mantap kang ojol 🔥
17856715655881242,2023-01-10T13:41:36.000Z,Pajak u apa?😂😂😂😂😂 mgkin untuk naikin gajiiii *****
17922850682549458,2023-01-10T14:48:30.000Z,Terus uang ya di kemanain??? Di makan siapa kita yg kerja banting tulang cm buat ngidupin pejabat yg korupsi trus ojol sm taksi on line gimana???
17978282068803571,2023-01-10T15:18:11.000Z,@virdamulya apa kabarnya dengan ojol? Ini berlaku untuk semua kan? Gimana nasib ojol?
17950040654410748,2023-01-10T17:24:29.000Z,Buat bayar utang negara👏😂
18018082195484354,2023-01-10T17:39:39.000Z,Baguslah lanjutkan sampai pejlan kaki berbayar... Salut buat pemimpin jkt sakerang...
17851826576900080,2023-01-10T22:08:42.000Z,"Yg gak setuju pastinya anak buah anis,,,,😂😂. Yg keberatan ingat kata2 anis , alat transportasi yg di miliki orang itu kaki katanya, jadi kalian gak usah ribut😂😂😂"
18201235213208991,2023-01-10T22:45:59.000Z,mengutangi kemacetab apa menambah kekayaan
18264627661186675,2023-01-11T00:12:25.000Z,Makin syulit hidup dijakarta😂
17961990119186371,2023-01-11T01:47:27.000Z,Pemerintah berbisnis dengan rakyat mulu...heran sama pemerintahan skrng..ini mah calon2 menghirup udara berbayar nanti
18001263097585553,2023-01-11T02:33:19.000Z,"Trus pajak kendaraan yg selalu kita bayar setiap Tahun , di pakai buat apa ?????"
17925103763526614,2023-01-11T02:33:42.000Z,"Mulai ngadi2 , kasihan 🤪🤪🤪🤪🤪🤪"
17977343395824365,2023-01-11T02:57:42.000Z,bisaan nyari proyeknya
17966545499154908,2023-01-11T03:21:34.000Z,@and_dri.s buat jajan dpr 😂
18226650307167198,2023-01-11T03:24:20.000Z,"Positif aja,mungkin setelah itu pajak di hilangkan😂"
17898163088727493,2023-01-11T03:43:42.000Z,@angga_verddika susah² bayar pajak udah terkumpul malah bagi bonus ke petugas pajakNya
18041394835409242,2023-01-11T04:15:11.000Z,Nanti hirup udara juga kyakny bakalan berbayar
17913340727607648,2023-01-11T09:07:22.000Z,Ngesot aku
18144776014304233,2023-01-11T14:42:02.000Z,Sabar 2024 bentar lagi. Catetin ajah dulu partai dan penjabatnya yg gak mementingkan rakyatnya atau warganya kita bales untuk tidak memilih partainya atau penjabatnya 😁😁😁😂 Biar keok.
17978007349807190,2023-01-11T15:46:30.000Z,"begini yaaaaa.....subsidi transportasi umum dipangkas, transportasi umum ga dirawat dan ga ditingkatkan, malah meras rakyat dengan menerapkan ERP, saya berangkat kerja naik vespa tua cukup 15-20 menit, kalau naik kendaraan umum butuh 30-45 menit karena kena macet di jalan yg ada pasar kagetnya, atau jalan yg melebar lalu menyempit, kalau pun jaklingko lain untuk menghindari lokasi macet, pasti lewat jalan lain yg trayeknya muter jauuuuhhhh, katanya angkutan umum nyaman... nyaman apanya?? iya yg di medsos ditampilin yg bagus², aslinya ya gitu deh, jangan salahkan warga kalau jadi curiga, menerapkan ERP supaya orang² kaya bisa berkendara dengan nyaman, atau bisa naik sepeda mahal mereka ke tengah jalan karena orang malas lewat ruas² jalan itu karena berbayar.... atau jangan² buat nambahin TKD nih???"
17980728919892344,2023-01-11T15:48:38.000Z,"@purnomoragil16 setuju.... stop penjualan kendaraan baru di jakarta, logikanya macet karena penambahan kendaraan baru, biarlah kendaraan baru dinikmati orang² daerah"
17883822935731674,2023-01-11T16:29:11.000Z,@virdamulya di jawab tuh....
18002676721522920,2023-01-11T19:21:52.000Z,😂😂😂😂 kasian tukang bemo
17972251268072255,2023-01-11T22:19:23.000Z,"Karepmu lah pak ,rakyat selalu .....nurut kayak saluran TV tau2x gak bisa gitu aja lihat tv wajib pake stb🤭🤭🤭"
18013006603502319,2023-01-12T00:15:50.000Z,Dmna mana klo dh bayar pajak jalanya free. Klo dah bayar jalan ya pajak kendaraanya free.. Blok goblok
17952388310239508,2023-01-12T00:36:06.000Z,😢👎👎👎👎
17978382061811704,2023-01-12T01:03:35.000Z,@wati_wat19 gak bener😂
17978231494925038,2023-01-12T01:03:51.000Z,@wati_wat19 untung mobilnya udah di jual kwkwkw 😂😂
17876169800765653,2023-01-12T03:39:11.000Z,Masalah = cuan
18275408407103061,2023-01-12T10:28:00.000Z,"uang yg terkumpul bakal di kemanain??buat bayar hutang negara, ato di buat dana hibah??🤔🤔🤔"
17862233615822813,2023-01-12T14:40:54.000Z,parah lo wi 😂
18159150166281266,2023-01-12T16:20:22.000Z,Gilaaa… apa2 bayaarr… Trus kita bayar pajak buat apa yah? Kl Pd akhirnya semua fasilitas tetep harus bayar….lama2 udara juga bayaaarrrrr
18242406205198268,2023-01-13T00:20:13.000Z,@guntariwachjuni  pas baca langsung kepikiran bang ojol
18337468237048563,2023-01-13T04:23:38.000Z,"Setuju,  dijakarta aja ya,  jangan tempat lain"
17925822959526266,2023-01-14T13:08:35.000Z,Mantap pak @jokowi 😍😍😍
18201207007228493,2023-01-14T13:32:13.000Z,Solusi untuk mengurangi macet dengan uang....emang pada mata duitan 🤣
17849298566913966,2023-01-22T07:03:06.000Z,Semua muanya di pajekin..
<<<<<<< HEAD
17981712802866966,2023-01-17T19:09:26.000Z,"Hapus sistem kredit kendaraan baru,"
17972295317014333,2023-01-17T19:38:00.000Z,Kata lain nya... merampok dr rakyat 30-60 milyar / hari . Itu pajak buat apa dah ????
17855189564894765,2023-01-17T19:49:16.000Z,"Weits, lahan basah nih 👏"
17973186419075472,2023-01-17T20:44:39.000Z,Mantap masuk kantong pribadi penjabat atas 🙌
17953186298235943,2023-01-17T21:45:35.000Z,"sebenernya kl mau mengurai kemacetan gampang, tarif parkir aja di mahalin, tp khusus utk kendaraan pribadi .  oh iya, kl cara gini pemprov ga dpt cuan ya"
17965685801178108,2023-01-17T22:12:24.000Z,Enaknya duitnya masuk mana yaaa 🫣
17974453345996727,2023-01-17T22:18:41.000Z,mainset indonesia jepang jauh disana apa dipermuda diindonesia mau apa harus ada apa2 nya dlu sdm nya beda kebutuhannya beda penghasilannya beda jadi kalau samasamai jepang butuh 10 ribu tahun oknum yg tumbuh silih berganti mati satu tumbuh sarebu ladang baru lahan baru berjemaah rakyat susah bin ribet berjemaah
18012501409471978,2023-01-17T22:45:27.000Z,"Selama duitnya dialihkan ke fasilitas publik, armada transportasi umum, perbaikan jalan, jelas arahnya tanpa d colong 1 rupiah pun. Orang²pastinya akan iya² aja. Jadi, kapan mau sosialisasi untuk transparansinya?"
17925845123635208,2023-01-17T22:46:00.000Z,"Tumben ni, biasanya mahasiswa demo"
17920629137566064,2023-01-17T23:04:01.000Z,"KALO MAU DITERAPKAN SISTEM KAYAK GINI... PASTIIN DULU SELURUH ANGKUTAN TRANSPORTASI UMUMNYA MEMADAI DAN SUDAH FULL INTEGRASI DARI RUMAH SAMPAI TEMPAT KERJA ATAU TEMPAT YANG INGIN DIKUNJUNGI... MISAL HANYA DENGAN SEKALI BAYAR TANPA HARUS NYAMBUNG BAYAR LAGI UNTUK KE TEMPAT TUJUAN YANG SAMA SEHINGGA JIKA DIKALKULASI, WARGANYA TIDAK MEMBANDINGKAN ANTARA NAIK UMUM DENGAN KENDARAAN PRIBADI DARI SEGI COST YANG DIKELUARKAN. PENGALAMAN SAYA SEBELUM ERP INI DILAKUKAN MENCOBA NAIK UMUM MALAH LEBIH MAHAL DIBANDING SAYA NAIK MOTOR KE TEMPAT KERJA... NAIK MOTOR HANYA 50 RIBU UNTUK ISI BENSIN BISA DAPAT 3 KALI BOLAK BALIK PP... NAIK UMUM 50 RIBU HANYA UNTUK SEKALI JALAN PP (PENITIPAN MOTOR DARI RUMAH KE KERETA, KERETA, NYAMBUNG LAGI ANGKOT ATAU GOJEK SAMPE TEMPAT KERJA) BEGITUPUN ARAH BALIKNYA YANG SAMA. TOLONG DIPERTIMBANGKAN SEBELUM DIBERLAKUKAN SISTEM INI JANGAN SAMPAI MERUGIKAN WARGANYA KARENA KITA JUGA SUDAH BAYAR PAJAK TAHUNAN MAUPUN BULANAN DARI HASIL JERIH PAYAH KITA SENDIRI."
18067676989354066,2023-01-17T23:29:16.000Z,"Apakah ini bisa dikatakan ""malak"""
17984587303804013,2023-01-17T23:43:53.000Z,"Kalo uang negara dirasa mau habis, gaji pejabat dipangkas, tunjangan2 juga dipangkas, dana partai dihapus, jangan rakyat mulu yg kena!"
17948438132316365,2023-01-17T23:50:39.000Z,"Ini mobil dinas, dan mobil2 berplat dewa juga ikut bayar kan?"
17901502805717530,2023-01-17T23:54:23.000Z,@nonaras 2024 coming 🔜
18338719966003155,2023-01-17T23:57:59.000Z,Uangnya masuk kemana?? 😂😂
18049191940377482,2023-01-18T00:11:39.000Z,@alfiansyah1201 yang seharian kirim2 packet shopee dan toped gimana ya? Bolak balik bisa abis 1jt+ kali sehari? Apakah nanti wilayah jakarta semua pengirman dihapusin?😂
17863925429852456,2023-01-18T00:12:42.000Z,"@afiahnurjanah gaji besar diatas 5jt juga kena pajak 5% pak. 😂 apalagi bisa dipajak, kalo udara bisa kena pajak juga dilakuin"
17962922468236454,2023-01-18T00:14:51.000Z,"@dindahrah kita blum itung wilayah lain yg dia pasti lewat. Buset, bisa 100rb+/hari kalo bolak balik.🙄"
17890971308703767,2023-01-18T00:20:00.000Z,"@filuthegraph ok sih system kayak sg, tapi sayang nya di jakarta fasilitas umum gak madai, beda jauh sama jepang dan sg. Dan hal terpenting, ini bisa jadi alasan tambahan buat org yg dari kemarin maksa ingin WFH.😂"
17950821086402081,2023-01-18T00:22:19.000Z,Ayo2. Yang dari kemarin ingin WFH mana?
17853386468897481,2023-01-18T00:24:22.000Z,Meras🔥🔥🔥
18044669311401839,2023-01-18T00:37:32.000Z,Kedepannya cuman Nafas doang yg gratis di dunia ini 😌
18060116815367291,2023-01-18T00:56:40.000Z,Makin gemuk dah😂
17978490802809403,2023-01-18T01:03:09.000Z,"@teddysuhandi untuk bayar utang gubernur DKI kemarin yang suka hambur""kan uang tidak jelas mungkin😂😂"
17887179641715623,2023-01-18T02:17:06.000Z,Trus itu uang nya masuk kemana ?
18329208211065772,2023-01-18T03:17:02.000Z,Peres truss sampe kering
17992420327727652,2023-01-18T03:38:46.000Z,Meledaaaakkkkk
17970285236088767,2023-01-18T03:39:42.000Z,TRANSPORTASI UMUM DIBENAHI DULU TONG
17843712107918107,2023-01-18T03:45:21.000Z,@teddysuhandi mana berani transparan 😂😂
17898414575665193,2023-01-18T11:53:18.000Z,Duitnya di colongin sama pejabat .. najissss cuihhh..
17910532433692434,2023-01-18T12:38:00.000Z,"Kalo jadi diterapkan, kemungkinan jam sibuk kerja tengah malam sampe subuh 😅"
17877330737764493,2023-01-18T15:45:07.000Z,"Percaya ga percaya ini membuka titik baru pengkorupsian, tunggu aja beritanya😂 utang tak terbayar, korupsi yang terdengar"
17951366213398256,2023-01-18T16:25:01.000Z,"Program macam apa ini,"
17979776797801932,2023-01-18T16:42:37.000Z,cie dpt bonus tambahan makin kaya deh ups
17924241524542408,2023-01-18T18:21:00.000Z,"@filuthegraph jangan di bandingin sama Jepang dlu, kalah jauh..."
17887697795772609,2023-01-18T22:00:00.000Z,Aneh2 aja ni gubernur pj..😂😂😂
17987727772769784,2023-01-19T00:15:25.000Z,"ada celah nihh, yg penting cuan boss😂"
17957419754471210,2023-01-19T02:13:25.000Z,"Gampang bener ya nyiksa orang, tinggal bikin peraturan bayar, beres, yang penting dana segar perhari masuk, bancakan baru dah 😂, suka nya kok nyusahin rakyat, ini itu di suruh bayar, aneh"
17981847862745327,2023-01-19T03:36:42.000Z,Pertama di indonesia jln umum dikenakan tarif😂
17909973902627620,2023-01-19T04:36:19.000Z,"Duit hasilnya harian bisa buat beli armada buat transportrasi umum, supaya seimbang antara kebijakan dan pelayanannya. Transportrasi umum kalau bagus dan tepat waktu masyarakat juga seneng naiknya."
17888075837774529,2023-01-19T05:42:53.000Z,brti ga ush bayar pajak?
17929072694630229,2023-01-19T07:06:14.000Z,@filuthegraph pernah ke jepang?
18276440311100544,2023-01-19T20:27:48.000Z,"Udeh liat belun antrian pas naik KRL, busway dan teman2 nya lain kayak apa? Itu dibenerin dulu transportasi umum dibanyakin, jadwal transportasi yang tepat waktu, toilet di halte yang bersih. Ingat populasi manusia yang berangkat sekolah,mahasiswa, pekerja sangat padat dan antreannya kayak sembako panjang mengular. Catatannya jangan sampe uang yang dipungut dikorupsi. Jika ada yang korupsi kebiri, pecut, dan didor 🔥"
18159350581283912,2023-01-19T21:50:30.000Z,"selain mobil, motor d jkt udh ngebludak penggunanya. buat negara mungkin pajak motor lbh banyak pendapatannya dr mobil or bs aj sama. hrsnya penjualan motor/mobil sdh hrs d batasi. gage nga ngaruh.kl bs semua aturan dijalanan motor jg hrs masuk adil jadinya..LRT nga jalan jalan. Busway yang saya pergunakan jg msh blm maksimal"
18240203623154651,2023-01-20T01:59:30.000Z,"Bukan soal nilai fantastisnya sih min,, itu duit mo dgunain buat apaan tujuannya 😂😂 nambh ksmpatan buat korupsi aja,,, lagipula kmana duit hasil masyarakat bayar pajak, masa gunain jalan aja kudu bayar,, ga stuju krna gw orang yg slalu bayar pajak kga pernah telat malahan mah"
18050081644381725,2023-01-20T02:04:20.000Z,"@filuthegraph sbnrnya sih pak ga perlu gratis angkutan umum jg ga mslah pak yg pnting armadanya pak,, sya awalnya pngguna transportasi umum pak, KRL tiap pulang kerja bner2 kacaw, beberapa kali kepala slalu kejedug trs, mo trun harus maki2 orang dl biar ngasi jalan buat lwat turun,, akhrnya pindah haluan ke Transjakarta,, mirip hanya saja msh mendingan tp pak Masya Allah nya jg sya pkir naek TJ bakalan bebas hmbatan pak,, padhal Uda pnya jalur sndr pak tp macettttttt parah (gegara banyak kendaraan pribadi msuk jalur busway) makan waktu jd 2x lipat buat sampe kntor (dan slalu ga kbagian kursi ya) stelah lelah dengan semua akhrnya mutusin buat naek motor aja malah LBH efisien waktu 40% pak,,,"
17949560843440685,2023-01-20T03:36:12.000Z,Tikus tikus pasa ngiler nih cuan cuan
18002754307587530,2023-01-20T05:30:36.000Z,nerapin ERP tp gausah bayar pajak lagi boleh kali. Lumayan looh potongan pajak tiap bulan 😂
17963061122060772,2023-01-20T06:21:14.000Z,"Klo uang nya buat pembangunan sih gpp, hemmm asal jgn buat banyakin istri, banyakin deposit pribadi aje yeee"
